,CustomerID,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus,Tenure_grp,Churned,city_type,Satisfaction,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
4078,54079,Computer,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,22.0,3.0,4,7,19.0,1.0,2.0,3.0,191.67
4079,54080,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very High,7.0,3.0,6,3,22.0,2.0,9.0,8.0,175.03
4080,54081,Phone,COD,Male,Mobile Phone,Married,Tenure_0-12,Yes,City,Very Low,24.0,3.0,5,7,13.0,1.0,2.0,4.0,148.67
4081,54082,Mobile Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,No,Rural,Very High,7.0,3.0,5,6,15.0,1.0,2.0,1.0,153.58
4082,54083,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,14.0,3.0,4,3,12.0,2.0,2.0,10.0,177.04
4083,54084,Mobile Phone,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,16.0,3.0,4,3,15.0,1.0,2.0,8.0,166.05
4084,54085,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Very Low,12.0,3.0,5,10,25.0,1.0,2.0,0.0,221.79
4085,54086,Computer,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,Yes,Rural,Very Low,33.0,4.0,4,3,12.0,1.0,2.0,9.0,181.17
4086,54087,Mobile Phone,Debit Card,Male,Fashion,Single,Tenure_12-24,Yes,Rural,Very High,31.0,4.0,4,8,14.0,3.0,3.0,0.0,229.48
4087,54088,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_24-48,No,City,Average,16.0,4.0,4,5,12.0,1.0,3.0,4.0,153.97
4088,54089,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,14.0,3.0,4,3,21.0,3.0,3.0,9.0,184.68
4089,54090,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_12-24,No,City,Average,18.0,2.0,4,3,18.0,2.0,2.0,10.0,200.1
4090,54091,Computer,UPI,Male,Mobile Phone,Married,Tenure_0-12,No,Semi_urban,High,7.0,3.0,4,2,12.0,2.0,2.0,3.0,154.91
4091,54092,Mobile Phone,UPI,Male,Others,Married,Tenure_24-48,No,Semi_urban,High,33.0,4.0,2,6,0.0,2.0,2.0,5.0,321.36
4092,54093,Phone,Credit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,9.0,3.0,6,3,12.0,2.0,2.0,1.0,136.29
4093,54094,Mobile Phone,E wallet,Male,Grocery,Single,Tenure_12-24,No,Rural,Very High,22.0,4.0,4,2,13.0,5.0,0.0,11.0,258.41
4094,54095,Computer,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,Average,30.0,3.0,5,3,13.0,3.0,4.0,8.0,168.32
4095,54096,Computer,Credit Card,Female,Fashion,Married,Tenure_0-12,No,City,Average,17.0,3.0,4,6,21.0,4.0,0.0,9.0,235.31
4096,54097,Mobile Phone,Credit Card,Female,Laptop & Accessory,Single,Tenure_24-48,No,City,Very High,17.0,4.0,4,8,20.0,1.0,2.0,5.0,169.4
4097,54098,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Average,7.0,3.0,5,3,13.0,2.0,2.0,3.0,171.17
4098,54099,Mobile Phone,UPI,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very Low,19.0,4.0,4,3,14.0,2.0,2.0,5.0,151.47
4099,54100,Computer,COD,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Average,18.0,4.0,4,3,12.0,3.0,10.0,5.0,188.23
4100,54101,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,9.0,4.0,4,5,15.0,2.0,6.0,11.0,181.77
4101,54102,Phone,UPI,Female,Mobile Phone,Married,Tenure_0-12,No,Semi_urban,High,9.0,3.0,4,6,15.0,1.0,2.0,3.0,146.87
4102,54103,Mobile Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,7.0,4.0,4,3,14.0,1.0,2.0,8.0,162.48
4103,54104,Mobile Phone,UPI,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,9.0,3.0,4,8,20.0,1.0,2.0,3.0,164.77
4104,54105,Mobile Phone,Credit Card,Male,Fashion,Single,Tenure_12-24,No,City,Average,32.0,3.0,4,4,24.0,2.0,13.0,0.0,211.33
4105,54106,Computer,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,7.0,3.0,5,3,13.0,1.0,2.0,1.0,145.08
4106,54107,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,High,7.0,3.0,4,2,16.0,5.0,6.0,9.0,169.4
4107,54108,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,Rural,Average,9.0,3.0,4,2,20.0,2.0,2.0,3.0,155.67
4108,54109,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,13.0,4.0,5,4,12.0,3.0,8.0,8.0,178.21
4109,54110,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,25.0,3.0,4,8,18.0,1.0,2.0,3.0,179.1
4110,54111,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_12-24,No,City,Very Low,7.0,4.0,4,5,23.0,1.0,2.0,1.0,152.82
4111,54112,Computer,Credit Card,Female,Fashion,Married,Tenure_12-24,No,City,High,7.0,4.0,4,2,19.0,1.0,0.0,13.0,244.57
4112,54113,Mobile Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,18.0,3.0,4,9,12.0,1.0,3.0,3.0,151.6
4113,54114,Mobile Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Average,7.0,4.0,4,2,13.0,1.0,2.0,3.0,158.75
4114,54115,Mobile Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Average,16.0,3.0,4,3,20.0,1.0,2.0,9.0,175.98
4115,54116,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,22.0,4.0,4,2,14.0,6.0,9.0,2.0,37.0
4116,54117,Mobile Phone,Debit Card,Female,Mobile Phone,Single,Tenure_0-12,No,City,High,36.0,3.0,5,3,14.0,4.0,5.0,2.0,153.37
4117,54118,Phone,Debit Card,Male,Mobile Phone,Married,Tenure_12-24,No,City,Very Low,7.0,3.0,4,10,20.0,1.0,2.0,1.0,149.06
4118,54119,Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,Rural,High,7.0,4.0,5,2,15.0,1.0,3.0,3.0,147.69
4119,54120,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,Very Low,31.0,3.0,4,9,14.0,2.0,2.0,8.0,166.08
4120,54121,Mobile Phone,Credit Card,Female,Fashion,Married,Tenure_0-12,No,City,Average,17.0,3.0,6,5,13.0,2.0,0.0,12.0,257.06
4121,54122,Mobile Phone,E wallet,Female,Fashion,Married,Tenure_0-12,No,Rural,Very Low,7.0,3.0,4,3,20.0,4.0,6.0,0.0,229.22
4122,54123,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_0-12,No,City,Very Low,17.0,3.0,2,3,26.0,0.0,7.0,9.0,262.44
4123,54124,Mobile Phone,UPI,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,15.0,3.0,4,2,23.0,2.0,2.0,5.0,174.07
4124,54125,Computer,Debit Card,Male,Mobile Phone,Married,Tenure_24-48,No,Rural,Very Low,127.0,3.0,4,4,16.0,2.0,2.0,1.0,159.82
4125,54126,Phone,Credit Card,Male,Mobile Phone,Single,Tenure_12-24,No,City,Very Low,7.0,3.0,4,8,13.0,1.0,2.0,3.0,149.36
4126,54127,Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,No,Rural,Very High,12.0,3.0,4,3,12.0,2.0,2.0,3.0,148.8
4127,54128,Computer,Debit Card,Male,Others,Single,Tenure_12-24,No,City,Very Low,16.0,3.0,4,4,0.0,1.0,2.0,4.0,319.31
4128,54129,Computer,E wallet,Male,Mobile Phone,Married,Tenure_0-12,Yes,Rural,Very High,16.0,3.0,4,3,20.0,2.0,2.0,1.0,142.9
4129,54130,Mobile Phone,Credit Card,Female,Fashion,Married,Tenure_0-12,No,Rural,Very Low,10.0,4.0,5,2,20.0,4.0,4.0,5.0,201.44
4130,54131,Computer,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,High,11.0,4.0,4,9,14.0,2.0,2.0,3.0,176.31
4131,54132,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_24-48,No,City,Average,7.0,3.0,4,3,22.0,1.0,2.0,10.0,188.06
4132,54133,Mobile Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,Yes,City,Very Low,7.0,3.0,4,11,15.0,3.0,3.0,3.0,172.87
4133,54134,Mobile Phone,Debit Card,Male,Others,Married,Tenure_12-24,No,City,Average,9.0,3.0,4,7,0.0,2.0,5.0,15.0,313.8
4134,54135,Phone,COD,Male,Mobile Phone,Married,Tenure_12-24,Yes,City,Average,14.0,4.0,4,10,12.0,7.0,10.0,9.0,148.39
4135,54136,Mobile Phone,Debit Card,Female,Grocery,Married,Tenure_12-24,No,City,High,35.0,3.0,5,2,24.0,2.0,0.0,11.0,260.7
4136,54137,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,35.0,4.0,5,3,22.0,2.0,2.0,8.0,192.12
4137,54138,Computer,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,22.0,3.0,6,3,25.0,5.0,12.0,12.0,179.06
4138,54139,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,10.0,3.0,5,4,12.0,1.0,2.0,0.0,214.38
4139,54140,Phone,COD,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very High,9.0,4.0,4,3,15.0,2.0,2.0,3.0,149.39
4140,54141,Mobile Phone,Debit Card,Female,Fashion,Single,Tenure_0-12,No,Semi_urban,Very Low,33.0,3.0,4,3,17.0,2.0,2.0,0.0,213.37
4141,54142,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,17.0,4.0,4,3,12.0,1.0,2.0,10.0,178.43
4142,54143,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,Yes,Rural,Average,7.0,4.0,4,9,13.0,2.0,2.0,2.0,192.28
4143,54144,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,18.0,4.0,5,6,14.0,2.0,2.0,1.0,191.52
4144,54145,Mobile Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_12-24,No,Rural,Average,27.0,3.0,4,10,16.0,2.0,2.0,2.0,173.5
4145,54146,Mobile Phone,Debit Card,Male,Mobile Phone,Single,Tenure_12-24,No,City,Average,9.0,3.0,5,4,15.0,1.0,3.0,3.0,153.09
4146,54147,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,25.0,4.0,4,3,15.0,2.0,2.0,3.0,181.89
4147,54148,Phone,Credit Card,Female,Mobile Phone,Married,Tenure_12-24,No,City,Average,9.0,4.0,4,4,15.0,2.0,2.0,3.0,145.01
4148,54149,Mobile Phone,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,7.0,4.0,6,3,13.0,1.0,2.0,2.0,154.77
4149,54150,Mobile Phone,UPI,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,20.0,3.0,5,6,14.0,2.0,2.0,4.0,165.25
4150,54151,Mobile Phone,Credit Card,Female,Mobile Phone,Single,Tenure_0-12,No,City,Very High,35.0,4.0,5,3,15.0,1.0,2.0,5.0,162.85
4151,54152,Mobile Phone,E wallet,Male,Fashion,Married,Tenure_12-24,Yes,Rural,Very High,35.0,3.0,5,6,14.0,1.0,0.0,1.0,233.54000000000002
4152,54153,Mobile Phone,E wallet,Female,Grocery,Married,Tenure_12-24,No,Rural,Very Low,31.0,3.0,5,2,12.0,2.0,0.0,7.0,245.31
4153,54154,Computer,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Very High,12.0,4.0,4,2,20.0,1.0,2.0,0.0,224.36
4154,54155,Mobile Phone,UPI,Female,Mobile Phone,Single,Tenure_0-12,No,Rural,Average,12.0,2.0,5,2,19.0,1.0,2.0,1.0,154.66
4155,54156,Computer,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,30.0,3.0,2,6,18.0,1.0,2.0,4.0,150.71
4156,54157,Mobile Phone,Credit Card,Male,Fashion,Married,Tenure_12-24,No,City,Very High,13.0,3.0,5,6,16.0,2.0,2.0,0.0,224.91
4157,54158,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,11.0,3.0,2,3,21.0,2.0,2.0,4.0,186.42
4158,54159,Computer,Credit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,9.0,4.0,5,4,15.0,2.0,2.0,9.0,178.9
4159,54160,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,15.0,3.0,2,4,13.0,1.0,2.0,3.0,169.04
4160,54161,Mobile Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,Very Low,7.0,4.0,4,10,12.0,1.0,2.0,6.0,184.93
4161,54162,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,High,15.0,4.0,5,3,24.0,1.0,2.0,8.0,176.3
4162,54163,Phone,UPI,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,Average,9.0,4.0,5,8,16.0,1.0,2.0,1.0,145.9
4163,54164,Computer,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Average,10.0,3.0,4,3,12.0,3.0,4.0,1.0,154.09
4164,54165,Mobile Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,9.0,3.0,4,11,13.0,2.0,3.0,3.0,159.68
4165,54166,Computer,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very Low,9.0,4.0,4,2,14.0,2.0,4.0,7.0,155.68
4166,54167,Mobile Phone,Credit Card,Female,Mobile Phone,Married,Tenure_24-48,No,City,Very High,10.0,3.0,2,6,21.0,1.0,2.0,1.0,151.7
4167,54168,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,31.0,4.0,4,3,23.0,2.0,2.0,1.0,151.93
4168,54169,Computer,Debit Card,Male,Fashion,Single,Tenure_0-12,No,City,Average,30.0,3.0,5,2,22.0,2.0,2.0,0.0,220.26
4169,54170,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,34.0,4.0,4,8,14.0,1.0,8.0,8.0,177.37
4170,54171,Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,23.0,3.0,2,2,14.0,2.0,2.0,4.0,149.26
4171,54172,Mobile Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,City,Average,22.0,3.0,5,2,13.0,2.0,2.0,9.0,166.93
4172,54173,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,33.0,3.0,4,3,18.0,4.0,5.0,4.0,154.11
4173,54174,Mobile Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,26.0,4.0,4,2,12.0,1.0,2.0,3.0,151.61
4174,54175,Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,Average,31.0,3.0,5,7,15.0,1.0,2.0,4.0,145.28
4175,54176,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_0-12,No,City,Very High,28.0,3.0,2,3,12.0,7.0,9.0,0.0,224.8
4176,54177,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,12.0,4.0,2,2,13.0,2.0,2.0,6.0,157.98
4177,54178,Computer,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,23.0,4.0,2,3,14.0,1.0,2.0,1.0,154.35
4178,54179,Mobile Phone,Debit Card,Female,Grocery,Married,Tenure_24-48,No,Rural,Very Low,9.0,4.0,5,4,17.0,0.0,4.0,8.0,279.27
4179,54180,Mobile Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very Low,9.0,3.0,4,7,12.0,1.0,2.0,3.0,164.44
4180,54181,Computer,UPI,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,18.0,4.0,2,2,19.0,1.0,2.0,4.0,165.11
4181,54182,Mobile Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,Rural,Very High,16.0,3.0,5,9,24.0,1.0,2.0,4.0,159.07
4182,54183,Mobile Phone,Debit Card,Female,Fashion,Single,Tenure_0-12,No,City,High,14.0,3.0,4,2,12.0,1.0,0.0,12.0,244.94
4183,54184,Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very Low,22.0,4.0,4,3,15.0,2.0,2.0,1.0,137.32
4184,54185,Mobile Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,Very High,13.0,3.0,4,4,12.0,1.0,2.0,4.0,154.6
4185,54186,Mobile Phone,UPI,Female,Others,Married,Tenure_24-48,No,City,Average,12.0,3.0,4,6,0.0,2.0,5.0,9.0,315.94
4186,54187,Computer,Debit Card,Female,Mobile Phone,Single,Tenure_0-12,Yes,City,Very High,23.0,4.0,6,3,23.0,1.0,7.0,8.0,164.19
4187,54188,Mobile Phone,E wallet,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,15.0,3.0,4,2,12.0,3.0,5.0,3.0,193.25
4188,54189,Mobile Phone,Credit Card,Female,Fashion,Married,Tenure_12-24,No,City,Very Low,14.0,3.0,5,5,15.0,1.0,6.0,0.0,227.48
4189,54190,Mobile Phone,E wallet,Female,Others,Single,Tenure_12-24,No,Rural,Very High,9.0,3.0,4,5,0.0,3.0,3.0,2.0,314.47
4190,54191,Mobile Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very Low,9.0,4.0,4,6,12.0,1.0,2.0,1.0,149.96
4191,54192,Mobile Phone,UPI,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,Very Low,17.0,3.0,4,4,14.0,1.0,2.0,4.0,189.65
4192,54193,Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Average,16.0,3.0,5,3,14.0,1.0,2.0,9.0,147.06
4193,54194,Phone,COD,Male,Laptop & Accessory,Married,Tenure_0-12,Yes,Rural,Very Low,12.0,3.0,4,5,15.0,1.0,2.0,1.0,145.86
4194,54195,Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,Yes,City,Very Low,7.0,4.0,4,4,17.0,1.0,3.0,1.0,147.93
4195,54196,Mobile Phone,Credit Card,Female,Mobile Phone,Married,Tenure_12-24,No,City,Average,9.0,4.0,2,3,13.0,2.0,2.0,5.0,151.45
4196,54197,Mobile Phone,E wallet,Male,Mobile Phone,Married,Tenure_12-24,Yes,Rural,Average,10.0,3.0,5,3,15.0,2.0,2.0,3.0,151.83
4197,54198,Phone,E wallet,Female,Mobile Phone,Married,Tenure_0-12,No,Rural,Very Low,9.0,4.0,4,3,14.0,3.0,3.0,3.0,145.14
4198,54199,Mobile Phone,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,12.0,3.0,5,11,15.0,2.0,2.0,1.0,159.19
4199,54200,Computer,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very High,7.0,3.0,2,4,20.0,1.0,2.0,4.0,178.76
4200,54201,Phone,UPI,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,11.0,4.0,4,3,13.0,2.0,2.0,1.0,144.51
4201,54202,Phone,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,9.0,3.0,4,3,14.0,2.0,2.0,1.0,148.41
4202,54203,Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,Average,32.0,3.0,6,3,13.0,1.0,2.0,2.0,147.93
4203,54204,Computer,Debit Card,Male,Fashion,Single,Tenure_0-12,No,Rural,Average,15.0,3.0,4,3,16.0,2.0,2.0,0.0,212.26
4204,54205,Computer,Credit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,City,Very Low,7.0,3.0,4,3,24.0,2.0,4.0,8.0,165.11
4205,54206,Mobile Phone,Cash on Delivery,Female,Others,Married,Tenure_0-12,Yes,City,Average,19.0,3.0,4,3,0.0,2.0,16.0,9.0,320.45
4206,54207,Computer,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Average,30.0,4.0,4,2,21.0,1.0,9.0,8.0,170.68
4207,54208,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,26.0,4.0,4,6,22.0,1.0,2.0,1.0,155.22
4208,54209,Computer,E wallet,Male,Laptop & Accessory,Single,Tenure_12-24,No,Rural,Very Low,12.0,4.0,4,6,22.0,2.0,2.0,9.0,182.72
4209,54210,Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,15.0,3.0,2,3,20.0,2.0,2.0,2.0,147.69
4210,54211,Mobile Phone,Debit Card,Male,Fashion,Single,Tenure_0-12,Yes,City,Average,7.0,4.0,5,11,14.0,1.0,2.0,1.0,178.81
4211,54212,Mobile Phone,COD,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,Average,12.0,3.0,4,3,14.0,1.0,3.0,3.0,159.41
4212,54213,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Very High,7.0,4.0,4,7,22.0,2.0,2.0,4.0,179.54
4213,54214,Computer,Credit Card,Male,Fashion,Married,Tenure_0-12,No,City,Very High,18.0,4.0,5,4,14.0,2.0,3.0,0.0,223.84
4214,54215,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,30.0,3.0,5,9,20.0,1.0,2.0,1.0,166.57
4215,54216,Computer,Debit Card,Female,Fashion,Single,Tenure_0-12,No,City,Very Low,30.0,4.0,4,3,13.0,4.0,0.0,13.0,259.58
4216,54217,Computer,Debit Card,Male,Fashion,Married,Tenure_0-12,No,Rural,Very High,6.0,4.0,4,3,23.0,1.0,2.0,0.0,215.69
4217,54218,Mobile Phone,Credit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,30.0,2.0,4,5,16.0,1.0,3.0,3.0,165.14
4218,54219,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,14.0,3.0,4,5,23.0,1.0,2.0,8.0,184.15
4219,54220,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,7.0,3.0,5,3,19.0,1.0,2.0,8.0,184.93
4220,54221,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,7.0,3.0,4,3,23.0,6.0,8.0,9.0,186.62
4221,54222,Computer,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,City,Very Low,36.0,3.0,4,3,12.0,7.0,10.0,10.0,149.06
4222,54223,Mobile Phone,Credit Card,Female,Others,Married,Tenure_12-24,No,City,Average,14.0,3.0,5,7,0.0,5.0,14.0,9.0,312.4
4223,54224,Mobile Phone,Debit Card,Female,Fashion,Single,Tenure_24-48,No,Rural,Very High,32.0,5.0,4,9,12.0,7.0,8.0,10.0,201.37
4224,54225,Mobile Phone,Cash on Delivery,Female,Fashion,Married,Tenure_0-12,No,City,Average,15.0,3.0,4,3,14.0,8.0,13.0,0.0,225.96
4225,54226,Mobile Phone,Credit Card,Female,Grocery,Married,Tenure_24-48,No,City,Average,15.0,3.0,4,4,15.0,0.0,2.0,3.0,272.56
4226,54227,Computer,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,High,18.0,4.0,5,3,14.0,2.0,2.0,4.0,189.99
4227,54228,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_12-24,No,City,Very High,14.0,3.0,4,4,18.0,1.0,2.0,0.0,222.24
4228,54229,Computer,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very High,7.0,4.0,4,6,14.0,1.0,2.0,3.0,146.94
4229,54230,Mobile Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,Yes,City,Average,16.0,4.0,5,2,18.0,2.0,2.0,1.0,158.88
4230,54231,Computer,Debit Card,Female,Laptop & Accessory,Single,Tenure_24-48,No,Rural,Average,7.0,3.0,5,9,12.0,2.0,2.0,4.0,179.73
4231,54232,Mobile Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,9.0,4.0,4,2,24.0,2.0,2.0,5.0,152.03
4232,54233,Mobile Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,High,7.0,3.0,4,3,18.0,2.0,2.0,1.0,150.01
4233,54234,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,7.0,4.0,4,3,18.0,2.0,2.0,10.0,187.2
4234,54235,Mobile Phone,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,13.0,3.0,2,5,13.0,1.0,2.0,1.0,155.38
4235,54236,Mobile Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,City,Very Low,15.0,4.0,4,3,24.0,2.0,2.0,9.0,169.24
4236,54237,Mobile Phone,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very High,7.0,3.0,5,2,15.0,2.0,3.0,9.0,168.12
4237,54238,Mobile Phone,UPI,Male,Fashion,Married,Tenure_12-24,No,City,Very High,13.0,3.0,4,6,15.0,2.0,0.0,1.0,257.45
4238,54239,Mobile Phone,Credit Card,Male,Fashion,Single,Tenure_0-12,No,City,Average,14.0,2.0,4,6,14.0,0.0,2.0,3.0,261.64
4239,54240,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,Semi_urban,High,12.0,4.0,4,3,23.0,2.0,2.0,3.0,175.21
4240,54241,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,7.0,3.0,5,3,13.0,2.0,4.0,1.0,176.26
4241,54242,Mobile Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Average,7.0,2.0,5,3,19.0,2.0,2.0,5.0,153.59
4242,54243,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_24-48,No,Rural,Very Low,7.0,4.0,4,5,15.0,1.0,2.0,0.0,227.39
4243,54244,Computer,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,13.0,4.0,6,9,13.0,1.0,2.0,10.0,178.29
4244,54245,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,7.0,4.0,4,3,16.0,2.0,2.0,4.0,168.25
4245,54246,Mobile Phone,Debit Card,Male,Fashion,Single,Tenure_24-48,No,City,Very Low,14.0,3.0,6,6,12.0,1.0,2.0,3.0,197.6
4246,54247,Phone,COD,Male,Mobile Phone,Married,Tenure_0-12,No,Rural,Very High,9.0,4.0,4,5,14.0,2.0,2.0,1.0,148.22
